2500	2970
2500	3176
2500	4863
2501	2519
2501	4387
2502	2631
2502	3125
2502	3791
2502	4124
2502	4127
2503	3756
2504	3365
2506	3633
2507	3750
2508	3754
2509	2656
2509	3798
2511	2783
2512	3154
2514	2570
2514	4385
2515	3613
2519	2676
2519	3134
2519	3772
2519	4199
2520	2659
2520	3751
2520	3789
2522	2521
2526	3263
2527	2980
2529	3950
2530	3755
2536	2666
2536	2892
2538	2540
2538	2988
2539	2895
2540	2954
2540	3931
2540	3956
2540	4127
2541	3849
2541	4072
2541	4413
2542	4399
2543	2621
2548	4150
2549	4542
2550	2499
2550	3205
2552	3477
2563	4093
2565	3437
2569	3867
2577	2519
2577	3660
2577	4082
2578	3908
2579	2999
2580	3014
2581	2527
2581	2863
2582	3614
2584	3918
2585	3447
2587	3256
2587	3769
2590	2629
2592	3133
2593	3222
2598	3149
2598	3945
2601	2504
2602	2620
2607	3262
2609	2526
2616	2532
2616	3379
2617	3261
2617	3956
2618	4712
2625	2753
2627	3769
2629	3187
2638	3307
2640	3476
2656	2676
2656	3089
2656	3444
2656	3750
2657	2530
2657	4076
2658	3834
2659	2616
2659	4321
2659	4916
2662	2559
2662	4103
2662	4162
2667	4524
2668	3002
2670	3218
2670	4096
2675	3090
2676	2895
2678	2716
2685	3810
2693	3938
2695	3600
2695	4200
2695	4358
2703	3751
2708	2580
2708	2979
2712	3121
2715	2718
2717	2507
2717	3749
2719	4512
2723	2585
2734	3179
2736	4244
2739	4574
2740	3271
2741	2861
2743	3167
2748	4063
2748	4385
2751	2906
2768	3808
2773	3215
2773	3448
2775	3448
2775	3644
2775	4106
2783	3283
2795	2602
2797	3168
2812	2657
2812	3515
2812	3921
2812	3980
2814	2541
2814	2851
2815	4045
2818	2584
2820	2577
2824	3156
2831	4426
2832	4467
2833	2547
2834	4161
2842	2660
2842	2817
2842	3285
2842	4777
2844	2626
2847	2949
2862	4212
2864	3750
2870	2520
2870	3556
2880	3575
2881	3074
2890	2680
2891	2517
2891	3452
2894	2530
2897	2538
2898	3838
2922	3458
2922	3751
2929	2503
2930	2841
2930	3585
2938	4124
2951	4421
2968	3554
2968	4413
2970	2665
2970	2884
2977	3248
2980	2657
2980	3594
2989	3663
3000	3850
3012	3417
3013	3291
3014	2914
3015	2509
3017	3473
3022	4846
3046	2844
3054	2579
3055	3129
3057	4082
3063	2615
3073	3925
3085	3137
3118	3403
3121	2714
3124	3799
3125	2970
3126	2905
3129	2578
3129	2902
3130	2670
3138	2588
3139	2531
3139	3233
3140	2502
3141	2578
3150	2500
3158	4690
3160	3263
3160	4062
3164	3303
3164	3764
3164	4081
3165	2499
3166	2513
3169	3836
3170	4459
3181	2519
3185	2504
3187	2670
3191	2851
3193	2580
3198	2553
3202	2657
3202	2737
3204	2556
3209	2819
3212	3125
3222	2740
3222	3459
3231	4072
3232	2676
3233	2974
3244	2546
3244	3135
3246	4711
3247	4773
3248	3215
3266	3827
3281	3095
3281	4542
3290	2505
3290	2531
3292	4731
3293	2559
3301	3757
3302	3037
3305	3838
3310	2540
3314	4326
3320	3466
3335	2587
3336	4383
3340	2509
3340	3291
3340	3635
3342	2948
3360	3523
3366	4670
3371	2540
3388	3184
3409	2544
3409	2620
3412	2895
3417	4384
3437	2502
3437	2649
3437	2902
3438	2509
3438	4493
3443	3234
3444	3046
3445	2522
3450	2825
3450	3049
3456	4120
3462	4262
3470	2665
3472	4114
3478	4893
3480	2734
3481	2578
3486	2852
3488	4961
3492	4169
3496	4762
3500	2708
3506	3230
3509	2519
3509	2853
3510	2688
3515	4033
3516	3125
3517	3334
3517	4033
3522	2969
3522	3126
3536	2638
3564	4570
3574	2845
3583	3749
3585	3013
3593	2541
3595	3164
3596	4567
3604	2677
3614	4086
3619	3749
3635	2732
3638	4065
3653	3599
3672	2840
3679	3494
3702	2587
3749	3165
3749	3203
3749	3715
3750	2720
3751	4814
3752	2504
3752	3248
3752	3830
3752	3906
3757	3459
3759	3789
3764	2984
3764	3468
3765	2509
3768	3791
3769	2864
3769	3674
3770	3248
3771	2546
3774	4545
3788	2501
3793	2660
3793	3044
3796	2502
3801	3771
3808	4375
3809	3756
3818	4223
3823	3448
3830	2639
3832	3965
3835	3495
3835	3755
3847	3294
3848	2815
3849	2817
3854	2912
3866	2519
3866	2834
3879	3550
3881	2538
3886	2871
3886	3190
3907	2499
3909	3130
3912	4467
3918	2559
3921	2543
3921	4311
3928	2533
3946	2511
3950	2641
3998	3361
4003	2626
4011	2642
4015	2875
4023	4415
4033	4025
4034	3558
4050	3652
4062	2891
4065	2886
4067	2530
4068	2715
4069	2532
4069	2950
4070	3760
4081	2831
4081	3624
4082	2513
4101	3827
4114	4289
4141	2717
4159	4328
4174	4374
4177	3907
4183	4556
4186	2624
4200	4727
4208	3431
4228	2778
4230	3979
4236	3794
4238	2934
4239	3793
4255	3126
4258	4844
4300	2662
4301	2941
4310	2837
4345	3906
4378	3776
4383	3866
4384	2973
4384	3985
4385	3281
4387	4433
4394	2499
4394	2983
4416	3147
4416	4268
4424	2736
4429	2645
4434	3769
4446	2621
4452	3840
4458	4253
4477	3116
4479	3911
4491	2773
4498	2518
4512	4618
4532	2541
4538	2665
4538	3876
4546	2516
4557	4072
4570	4184
4571	4111
4579	2829
4581	3340
4594	4396
4609	3598
4620	4103
4628	2543
4633	2629
4644	3693
4672	2698
4673	2853
4693	2514
4696	3150
4697	2501
4698	2550
4700	4067
4709	3124
4717	2983
4722	3789
4728	3010
4731	4579
4748	2542
4756	4375
4766	2812
4775	2518
4786	3287
4850	3458
4851	2583
4866	2532
4931	2848
4999	5038
4999	5990
4999	6373
4999	7198
4999	8532
4999	9075
4999	9122
5000	5087
5000	5408
5000	5527
5001	7192
5001	8146
5002	5083
5002	5107
5002	5181
5002	9376
5003	9711
5004	5265
5004	5983
5004	6387
5004	6650
5004	7541
5004	8252
5005	5793
5005	6329
5006	6879
5007	6408
5012	5002
5012	5016
5012	5024
5012	9024
5013	6288
5014	5079
5015	5341
5019	8281
5019	9140
5021	5043
5022	5546
5023	7541
5023	7566
5024	8633
5025	7541
5026	7538
5026	8139
5027	6450
5029	7686
5033	8598
5038	5480
5038	5966
5038	6877
5038	7909
5039	6719
5039	7075
5040	5041
5040	5446
5040	5494
5040	7046
5040	7522
5040	9440
5041	7670
5045	5217
5046	6581
5046	7677
5046	9159
5047	5000
5048	8695
5049	5165
5049	5351
5054	9272
5058	5124
5058	8824
5063	5861
5063	6280
5068	5331
5069	5059
5074	7506
5077	6116
5078	6855
5078	7539
5078	7740
5079	6406
5079	6645
5080	6409
5080	6882
5082	7979
5082	8848
5083	5375
5088	5157
5088	5937
5090	7053
5092	5684
5093	6435
5095	5324
5098	5192
5098	9117
5101	5156
5102	5082
5102	9098
5105	7722
5107	5156
5109	5631
5109	7689
5113	5944
5115	6409
5116	8124
5116	8800
5117	5159
5118	7783
5120	6132
5120	6249
5121	5082
5124	6288
5128	8809
5131	6562
5131	6730
5131	9762
5132	9106
5152	5368
5156	5687
5156	6415
5156	6507
5156	8223
5156	8843
5157	5258
5157	5666
5157	8253
5157	9455
5158	5002
5158	5079
5158	5184
5158	8307
5159	5253
5159	7548
5159	7819
5160	6562
5161	5029
5162	5630
5167	8129
5168	6589
5175	6289
5175	7538
5176	7988
5178	5167
5178	5722
5178	6601
5182	5137
5182	5177
5183	7996
5184	8227
5185	5546
5185	6876
5187	5627
5192	6347
5195	6896
5195	8769
5196	7682
5200	9415
5202	5522
5204	5704
5204	6628
5204	8458
5206	6103
5214	8300
5216	5658
5217	6294
5218	7656
5220	7749
5224	5002
5234	5442
5236	6146
5237	5704
5237	7504
5240	8321
5243	6027
5244	5000
5245	8144
5247	6471
5249	5198
5249	6607
5252	7559
5253	6596
5253	8445
5254	5021
5254	6174
5254	8831
5256	5354
5270	7676
5276	6642
5283	7707
5287	7353
5289	8920
5292	6589
5293	5995
5300	8252
5312	5479
5312	7033
5312	8769
5313	5393
5313	6113
5313	6811
5315	6959
5315	7042
5315	7620
5317	5939
5317	6501
5317	9570
5318	6882
5320	5080
5320	5666
5322	5005
5322	5627
5322	5938
5322	6288
5323	5722
5325	9170
5326	8146
5328	6318
5331	5008
5331	7112
5331	7578
5331	7895
5334	5395
5336	5002
5336	8444
5341	5216
5341	7741
5342	7659
5344	5625
5347	9076
5351	7228
5353	5499
5353	7521
5356	5107
5356	5170
5356	8285
5356	9043
5357	6352
5361	5088
5361	6586
5361	6745
5361	7818
5361	9534
5362	5146
5364	5563
5364	7032
5371	5030
5377	8989
5387	5185
5390	5523
5390	6879
5391	5640
5394	8087
5395	8647
5396	5117
5409	5662
5411	5563
5411	9595
5413	5178
5413	7501
5416	7641
5416	8151
5417	7895
5430	7254
5430	8298
5442	8466
5444	5950
5451	7520
5453	5019
5456	5158
5461	5019
5468	5160
5469	5019
5469	7158
5469	7587
5470	6152
5473	5165
5474	6406
5474	9242
5475	5209
5478	5120
5478	5944
5478	6972
5478	9064
5483	5339
5488	8867
5489	9064
5501	6492
5508	5861
5508	9854
5511	5314
5512	7610
5516	9943
5527	4999
5544	7855
5546	8126
5547	6010
5547	7516
5548	5798
5549	5637
5550	5361
5552	5196
5552	8303
5557	5433
5557	6327
5557	8832
5563	7704
5614	7353
5624	7752
5624	8321
5624	9144
5625	8898
5626	5038
5626	5197
5626	7598
5626	8135
5626	9538
5627	5058
5627	6332
5627	7034
5627	7188
5629	5159
5629	7842
5629	8213
5630	5125
5630	5158
5630	5738
5631	8057
5632	8127
5632	9143
5640	5083
5640	6269
5641	5312
5644	8108
5646	5010
5649	6332
5660	5773
5660	6419
5661	5391
5663	9101
5664	5044
5664	6438
5665	5313
5667	6447
5668	7507
5669	6305
5672	8897
5673	6269
5673	6567
5675	6407
5683	9043
5684	5634
5684	8050
5685	7803
5687	6450
5687	8882
5688	5024
5688	5762
5688	7272
5688	7533
5693	6225
5702	8598
5707	5634
5709	5626
5709	9902
5710	5083
5711	5375
5712	7501
5713	7233
5715	5344
5726	6019
5727	9390
5730	7658
5735	8126
5736	6338
5743	8239
5750	6241
5751	8657
5753	5038
5754	7641
5756	5080
5760	5702
5763	5995
5765	9239
5767	6308
5782	8464
5783	5091
5785	5395
5786	7765
5788	5455
5788	7911
5798	5118
5799	6652
5801	7712
5803	5733
5816	5209
5817	5734
5820	5204
5820	5634
5820	8467
5825	5671
5828	5024
5839	8439
5861	7891
5866	8906
5869	5748
5878	7034
5879	6762
5879	8833
5883	5641
5898	5010
5899	6562
5901	5197
5934	5762
5937	5019
5937	5807
5937	5997
5939	5430
5940	5314
5940	9404
5942	5558
5942	6222
5942	6883
5947	5175
5947	5313
5947	5337
5947	8168
5950	6584
5950	8337
5952	9220
5955	5790
5956	6927
5957	7970
5961	5336
5964	9223
5968	5674
5978	6451
5980	6291
5982	8755
5996	6386
6009	9160
6010	5000
6015	6641
6015	8837
6016	6250
6016	7946
6017	5009
6018	5671
6020	6426
6020	6757
6027	8218
6031	5005
6038	8770
6059	6276
6061	6255
6083	5633
6089	5474
6093	5342
6093	6513
6093	7197
6093	7546
6095	7354
6096	7618
6097	5707
6100	5065
6103	6751
6106	5179
6108	8155
6129	6341
6133	5000
6133	7400
6142	5035
6147	5527
6153	6973
6171	5048
6171	6179
6172	5225
6174	8801
6186	7659
6197	7107
6200	5366
6205	5009
6220	7668
6249	7153
6249	9717
6250	5007
6250	5078
6250	5788
6251	5967
6251	6257
6252	5497
6252	8603
6253	6650
6254	6729
6257	5637
6258	8613
6259	5171
6260	5234
6260	6045
6260	9769
6262	6801
6269	5333
6269	5364
6269	8205
6273	5640
6277	6448
6282	6095
6283	9044
6286	5594
6288	5043
6288	6595
6289	5263
6289	7661
6291	5627
6292	7577
6293	5041
6293	6283
6294	5040
6319	8282
6327	5346
6327	5351
6328	5042
6329	6286
6330	7590
6332	5002
6332	5040
6332	7544
6333	5315
6334	5178
6335	5156
6335	7559
6338	5394
6340	7507
6343	5077
6344	9606
6351	7825
6352	5010
6359	5264
6377	8477
6378	5084
6384	6283
6387	5121
6396	7061
6406	5287
6406	6992
6408	5102
6412	5007
6425	6251
6426	8127
6431	9399
6432	7206
6435	5243
6435	5320
6435	6299
6447	6180
6448	5948
6457	7813
6459	8152
6468	5684
6476	8419
6479	5332
6484	5039
6484	6251
6496	5939
6496	8816
6500	5683
6500	8294
6525	7927
6533	7656
6543	7198
6562	6445
6562	7004
6562	7909
6563	5440
6564	5499
6564	8985
6567	6325
